date,transformer_1,transformer_2,transformer_3,transformer_4,transformer_5,transformer_6,transformer_7,transformer_8,transformer_9,transformer_10,transformer_11,transformer_12,transformer_13,transformer_14,transformer_15,transformer_16,transformer_17,transformer_18,transformer_19,transformer_20,transformer_21,transformer_22,transformer_23,transformer_24,transformer_25,transformer_26,transformer_27,transformer_28,transformer_29,transformer_30,transformer_31,transformer_32,transformer_33,transformer_34,transformer_35,transformer_36,transformer_37,transformer_38,transformer_39
2019-12-10T12:45:00.000000+0000,219.0586,24.69265,64.13417,67.77022,58.27157,52.6008,100.6702,129.9585,50.03986,76.19323,237.5921,63.53158,83.54472,25.23074,102.4033,8.257816,157.6027,48.55766,72.06603,247.4762,127.8112,37.92452,165.7845,58.16335,79.63505,88.52488,180.3787,37.18861,24.74959,62.50188,118.7612,116.8075,13.40238,87.81705,207.0887,50.30721,21.55253,48.58477,16.8603
2019-12-10T13:00:00.000000+0000,216.4671,20.93709,67.79545,77.18048,57.56961,58.02458,108.0866,129.8471,52.83555,65.28657,235.8234,68.35,83.25842,22.10653,99.67609,6.202098,164.6171,50.16787,71.76427,250.7591,127.8774,41.68988,167.6713,60.04753,77.31076,93.67384,185.5377,36.13557,33.96332,64.78577,116.8556,116.2226,14.68564,95.5665,214.5507,51.32872,26.65667,50.69769,14.19386
2019-12-10T13:15:00.000000+0000,218.8035,19.96466,70.79387,96.61761,62.65844,74.19187,104.2992,136.0169,53.18948,65.34539,237.5761,81.27927,86.41282,27.14477,125.3462,5.41379,169.88,53.56836,78.50759,246.256,131.7447,55.14674,166.8439,60.82499,72.69748,92.88358,193.2821,39.11284,35.71709,71.21811,118.914,123.1814,12.43013,94.08497,210.8413,65.48652,33.45858,59.44415,20.2823
2019-12-10T13:30:00.000000+0000,219.3507,21.56588,78.69896,96.15714,65.98693,80.55704,105.3602,123.3466,52.75652,69.1637,244.9246,92.65716,85.78721,23.73626,133.3817,9.129738,169.341,48.47231,76.28645,257.0565,132.5334,61.9796,167.5194,58.70886,76.93219,99.01435,196.8661,39.87602,45.29538,74.79874,120.5178,126.9923,13.02962,103.6681,221.9875,71.26591,31.22287,55.97263,18.9113
2019-12-10T13:45:00.000000+0000,209.2269,19.64069,79.36664,96.40695,60.33808,76.08021,118.9722,122.8638,63.51785,74.37846,245.3047,87.50252,93.06541,26.77162,130.3454,8.031528,174.3919,53.36655,72.15613,269.1549,125.4369,60.62509,166.6478,63.06816,79.34496,100.4537,186.6845,35.67411,44.35109,76.12606,126.5926,117.6487,11.56514,110.5569,203.7302,79.27736,31.35783,64.61087,19.13775
2019-12-10T14:00:00.000000+0000,205.4727,21.84735,83.60734,97.92814,55.78706,80.25051,116.5442,124.7897,65.07222,82.11239,251.2027,80.56725,90.56685,25.13971,147.3066,5.288029,174.8429,54.15287,70.78638,272.5888,141.5598,67.02089,170.1206,67.50055,87.78358,105.9689,186.453,31.58613,47.04761,81.336,125.6371,123.5727,13.50213,115.7743,202.8167,71.55974,30.04874,61.45663,18.26336
2019-12-10T14:15:00.000000+0000,212.0847,19.594,82.31836,95.36039,56.76094,81.81446,124.3066,122.2284,56.64447,80.08164,235.093,76.25119,92.11201,24.80728,143.8591,5.470695,162.4571,56.00156,75.11964,263.3998,128.2395,67.21423,166.3289,64.31942,83.90615,97.15483,196.6138,29.93364,46.58857,74.72516,122.6773,132.7409,14.70141,101.5098,208.4035,67.44193,27.85752,58.73483,24.71482
2019-12-10T14:30:00.000000+0000,203.6559,17.55401,81.80785,101.3209,59.28913,89.95744,135.5757,129.2933,60.4887,82.03547,243.9535,90.51991,92.58101,26.02272,152.5041,7.457503,171.8524,57.0288,78.2787,261.331,144.1779,77.58458,167.0094,72.48348,91.83923,99.15519,200.6093,34.81687,57.34484,79.3171,135.6163,128.4204,16.89841,107.7621,223.6595,85.14725,34.32296,65.69579,21.15119
2019-12-10T14:45:00.000000+0000,215.1375,17.77299,91.95885,98.15858,61.30285,96.26364,135.4946,137.0632,67.03742,83.63583,244.6552,91.76344,89.50076,27.747,160.321,10.94063,175.7858,55.27347,80.82242,260.0705,158.6191,82.3447,167.381,74.44962,98.1763,105.6674,200.3013,34.05069,49.16602,82.52052,142.9368,130.1744,17.75392,117.0234,207.7881,94.20581,36.92579,73.44075,22.65605
2019-12-10T15:00:00.000000+0000,225.9063,16.50466,90.00063,103.6821,65.89478,90.82697,134.4111,130.7773,69.05492,90.8962,247.3451,104.3738,92.75604,24.09538,167.6344,7.606916,177.569,52.61817,68.29659,255.2626,158.0995,85.12437,168.1586,68.48222,94.5806,102.7362,199.9013,32.29126,56.32969,87.47886,144.8271,142.1129,17.50646,120.7489,223.1243,95.54369,41.18014,71.39279,27.30308
2019-12-10T15:15:00.000000+0000,228.0069,18.82954,96.4908,117.3209,65.52345,89.26116,149.2194,130.6687,79.11449,99.23582,245.392,113.0915,89.91476,29.23517,177.5379,5.789373,183.2233,58.18567,71.69323,249.859,167.2111,85.55331,167.3577,66.81218,96.37931,99.72002,197.0607,35.56736,59.73737,87.80847,154.0879,151.167,17.45141,125.3264,233.8539,101.283,42.49143,80.30824,25.83825
2019-12-10T15:30:00.000000+0000,230.807,19.12609,107.4435,141.2474,58.68585,103.0797,172.7646,145.3049,88.71749,103.6921,244.4398,114.5975,90.08846,24.3324,191.8197,7.540982,176.1145,59.04365,68.25874,244.4669,169.7126,98.66832,173.2154,76.86411,109.8568,103.0496,206.5876,40.88116,71.53468,92.06789,161.0831,164.7196,21.6846,137.0794,270.7137,108.5116,44.33354,82.89417,25.77777
2019-12-10T15:45:00.000000+0000,251.2109,16.88395,122.6906,154.1918,61.63427,123.6877,177.6684,147.397,103.6448,107.6803,262.5755,134.1513,118.6414,28.17073,210.2075,19.71623,171.5154,63.03378,69.43925,235.1349,180.1065,108.3596,171.3278,82.91226,106.4284,109.1664,224.1382,48.70465,78.83437,110.8347,167.3661,165.4002,24.15443,148.1155,287.3905,115.1692,52.25236,95.54546,26.03611
2019-12-10T16:00:00.000000+0000,242.7048,16.41535,128.4367,160.6532,59.232,147.5769,179.9756,159.0265,122.4609,114.8487,241.5348,150.8445,133.1964,31.49255,228.947,21.87256,166.9447,74.36317,79.8756,233.7663,191.1745,112.1212,169.6036,91.6715,107.218,111.1611,241.7383,46.52597,93.51869,128.7027,184.3593,190.4973,27.11343,152.0846,270.4962,124.0689,59.51677,109.9681,22.21307
2019-12-10T16:15:00.000000+0000,243.7546,15.35612,149.3148,181.8169,66.42321,171.1261,185.5487,157.5589,131.7856,121.5173,246.5466,203.14,136.5799,25.31759,228.4384,21.50402,154.1077,72.57748,71.55685,209.8038,201.5843,118.8474,170.2744,100.2574,109.7044,115.2564,242.9123,44.24036,109.7286,135.6641,186.2101,208.2144,27.02726,163.0984,318.7616,141.7946,57.57243,126.4298,22.79824
2019-12-10T16:30:00.000000+0000,247.9694,17.83128,155.1694,210.1045,79.07741,168.5997,177.7798,161.1136,138.076,140.6261,236.1325,201.3551,139.0099,32.38834,242.8966,20.24279,145.985,71.00035,66.76847,194.6714,195.8726,133.9852,172.6295,106.336,112.6986,108.45,247.5951,35.94741,124.6533,133.3836,186.3748,181.1784,25.92879,174.2439,277.1743,152.4896,74.15527,121.1931,27.28131
2019-12-10T16:45:00.000000+0000,251.4741,17.3912,154.6176,203.3692,75.43682,170.1953,185.9506,149.4964,130.7294,150.9962,239.7456,202.5821,134.5634,29.02341,241.6193,22.27598,146.9422,70.94033,74.57934,186.6345,206.955,145.0078,173.9275,102.7301,110.4563,119.8825,229.5078,42.51369,142.5902,123.6042,196.1813,187.6769,24.5464,170.1116,299.7739,155.8692,77.2647,115.6918,20.8076
2019-12-10T17:00:00.000000+0000,253.666,14.57035,148.7771,206.4372,81.47034,161.9057,187.1479,147.3657,128.3702,146.2331,239.5235,220.9268,117.2093,31.00859,235.3105,25.82321,147.3249,71.3767,75.87878,167.5156,219.2632,153.6471,168.6823,113.243,122.8671,119.3564,212.0241,47.98719,147.6769,135.5833,180.4483,179.3986,29.57649,164.719,333.0674,152.1378,82.87829,124.0508,27.53635
2019-12-10T17:15:00.000000+0000,237.2481,16.70637,153.0054,212.7133,79.48487,165.1323,183.7405,143.9788,131.0811,137.884,234.9857,197.4996,136.1057,31.07189,218.7514,26.82118,135.1523,72.9643,70.81223,159.0576,215.6234,161.1456,120.7798,117.2178,135.6853,128.6571,191.7845,37.4195,142.6488,135.718,173.405,183.3503,25.45989,165.2278,265.0722,160.6485,81.5351,113.1864,29.09928
2019-12-10T17:30:00.000000+0000,204.8448,15.41201,153.9994,193.8378,82.66607,145.1804,178.7251,148.29,136.6382,140.6594,211.7274,197.4021,135.0735,30.24017,201.2956,24.78698,129.9102,75.24876,64.23869,152.383,210.8116,151.8096,63.29885,110.1544,126.7964,118.2755,170.0687,37.95899,121.2244,133.1677,168.0807,179.5044,25.99965,159.3584,251.9897,151.8592,86.62627,102.3861,26.36462
2019-12-10T17:45:00.000000+0000,209.396,14.97417,154.4368,160.2587,82.41882,147.4038,181.2052,130.0062,127.7393,153.2257,210.8317,186.0921,135.4781,28.72021,200.5651,24.11515,137.4147,70.30519,59.85867,144.9223,215.2923,148.8944,27.57099,110.2628,128.0474,110.7131,168.1188,36.1321,118.1943,131.2255,165.0093,167.9223,27.10262,152.848,227.4155,148.1396,79.72277,104.0832,31.69385
2019-12-10T18:00:00.000000+0000,204.305,15.63059,162.5122,149.1705,89.14102,151.131,175.9422,125.1304,125.2766,132.1869,206.7173,181.963,127.8738,32.54602,196.1326,25.3588,132.5792,70.74606,52.4188,153.3436,210.8529,153.068,23.4941,120.016,125.2246,117.0094,157.943,39.65841,109.7488,134.7459,171.0172,174.2515,24.71905,155.7745,234.7576,151.941,78.23006,103.4464,23.19203
2019-12-10T18:15:00.000000+0000,210.1672,15.21899,158.7573,160.2931,75.96494,137.3113,181.8262,131.6034,112.8381,135.1211,213.0003,176.3994,130.8138,30.46277,204.064,26.22026,122.4353,75.05476,58.00183,155.16,212.9507,143.4667,23.09578,115.2751,128.9082,110.8718,160.1701,45.74447,111.6551,129.2139,162.4849,168.7408,24.55933,151.1298,282.5933,153.6312,75.47534,94.37933,27.81878
2019-12-10T18:30:00.000000+0000,200.3343,15.22867,145.5284,161.4894,59.28897,137.7083,177.9907,138.2427,111.863,144.5505,212.0055,170.8374,121.0108,29.7427,205.0206,26.34194,120.4581,66.24767,57.97951,157.0585,215.414,153.8418,22.45416,116.1171,125.3962,108.6682,161.2204,41.78712,100.6422,129.0753,165.5902,167.832,25.50262,148.5314,250.6232,157.8248,74.447,101.6436,32.58041
2019-12-10T18:45:00.000000+0000,185.5482,14.70281,153.0063,159.5521,62.29712,135.518,179.3823,137.5296,115.7113,139.684,208.9241,165.6554,115.8869,33.22794,197.051,25.5495,123.7052,66.42065,60.55773,150.7116,224.6058,159.1669,22.79523,114.9476,126.4116,103.0813,158.5141,41.13736,96.19153,138.0083,158.4443,163.2544,26.96888,144.7418,220.4862,162.075,67.56906,96.81451,35.69028
2019-12-10T19:00:00.000000+0000,186.4516,15.85017,150.9434,154.4719,60.85574,140.393,179.1746,129.6739,111.6168,135.4273,209.9159,174.0874,113.4702,27.30459,194.7693,20.58852,123.4857,70.18992,62.00848,149.2543,223.0227,157.2623,23.09056,117.4075,122.7844,97.58002,156.4058,41.15565,104.4325,138.3769,158.8928,163.5755,29.19513,144.3898,209.9515,137.405,71.72749,92.18597,31.68769
2019-12-10T19:15:00.000000+0000,188.1505,17.58916,148.5748,154.0086,62.56171,130.7427,171.0621,127.2764,111.8747,132.6971,199.049,165.6647,118.3691,32.24746,207.0985,21.23133,119.6243,70.68111,53.40132,144.8368,219.1261,158.7676,22.69754,118.7974,118.0716,107.2932,161.504,39.875,108.0069,147.8224,163.3323,163.382,27.5361,155.2073,212.4375,143.9741,69.4789,89.28827,26.71382
2019-12-10T19:30:00.000000+0000,186.2151,15.44088,145.8365,149.4478,57.92192,133.2811,174.0199,128.4184,104.9759,134.2464,196.7133,169.9243,117.7211,31.81677,197.6802,19.42541,126.2985,66.38314,51.722,143.7115,216.0511,147.6268,23.10603,103.9912,111.6716,104.5763,158.3667,34.38488,105.826,141.2886,160.958,160.7665,21.59338,143.4459,240.0618,139.65,70.65766,88.23676,26.27169
2019-12-10T19:45:00.000000+0000,187.0191,16.44632,143.1409,150.588,55.29317,134.916,164.6259,130.3454,102.4073,135.6384,199.9113,159.8484,122.0389,32.41934,197.0625,20.13198,127.2536,68.07476,47.94902,135.1198,201.9255,140.5695,22.85929,98.07149,109.2477,97.73961,158.3384,38.82413,106.1467,135.6224,159.4177,168.9764,21.76499,130.0321,186.0952,135.454,65.57391,86.17892,27.5617
2019-12-10T20:00:00.000000+0000,185.6194,15.87299,140.8413,158.7287,55.97432,128.9995,168.6913,129.4545,102.6384,125.8024,184.1782,155.276,114.6818,26.62491,185.8466,21.3867,123.8356,66.61557,45.78112,138.5603,202.4933,133.1408,23.18369,107.3183,121.7729,102.1858,163.993,42.3063,104.7237,135.3726,161.969,163.6034,21.88218,130.9309,233.0771,131.4123,61.30555,82.56995,26.69334
2019-12-10T20:15:00.000000+0000,187.4233,17.52066,141.8554,156.9396,56.05009,128.7904,166.2606,129.7005,99.27878,123.6594,169.9595,150.0047,113.0365,29.14317,189.5268,19.8875,111.5026,68.65482,45.21047,139.1541,191.968,134.1727,22.56413,101.7762,119.6381,94.61983,159.3572,39.17962,99.26705,134.7951,154.5276,162.2864,23.17805,130.0839,226.4746,133.3803,63.84441,78.5818,19.84929
2019-12-10T20:30:00.000000+0000,181.1805,18.04894,128.9402,151.4383,52.21661,127.079,170.5513,130.7217,97.95764,114.8429,120.3412,150.6363,112.9643,32.05858,189.71,24.99775,116.3995,67.99989,40.01348,130.8653,189.2343,133.9621,23.18509,99.43024,112.0555,92.78796,147.1698,37.51947,100.884,131.5357,146.3503,156.1556,24.64011,118.834,210.8464,125.3554,65.41251,84.73993,20.92988
2019-12-10T20:45:00.000000+0000,180.5339,14.69771,126.0639,141.896,40.94598,121.1867,159.8864,121.0865,92.17966,117.9785,113.8303,151.4514,113.6085,27.22122,187.1185,23.43922,124.8947,66.56963,42.55861,127.9255,189.7627,134.3298,22.61876,92.21452,118.7353,93.27089,147.7945,39.81956,106.9031,132.1528,138.5818,148.1226,23.88282,114.0016,217.163,119.9595,61.52185,78.13396,28.82312
2019-12-10T21:00:00.000000+0000,173.0298,16.04283,125.1969,131.6661,37.73344,118.8077,158.631,121.4024,88.60144,121.2783,117.5749,143.4154,114.4003,35.36034,176.2525,24.12173,115.8399,66.17907,47.30337,128.4324,185.3841,128.8634,23.18055,88.57027,115.7103,90.61266,146.7354,43.05305,105.8238,131.1705,140.8488,138.3394,23.05888,115.202,202.0208,118.8629,55.20911,70.48909,27.63513
2019-12-10T21:15:00.000000+0000,175.0598,18.21374,127.3667,130.6849,33.119,120.9559,157.789,120.259,88.93353,114.0007,106.56,133.6252,103.845,31.80774,171.5174,19.89387,115.1319,61.50683,41.4418,117.7543,182.1188,126.8818,22.59914,94.7514,108.7323,89.42582,139.5368,39.97701,101.1254,125.4973,140.1764,140.7731,22.219,116.4772,189.9062,111.9828,57.04954,71.45467,20.05026
2019-12-10T21:30:00.000000+0000,165.5967,18.07731,117.329,127.3485,29.41264,114.1362,147.6409,113.9397,85.85397,107.1414,105.7132,126.6887,102.2678,30.34204,175.3646,19.14458,116.4622,58.28366,44.1543,120.5347,173.3367,113.4786,23.22255,89.09175,103.6381,91.4766,135.1908,36.61986,97.18211,125.0498,128.5116,132.2358,20.71655,117.663,179.204,105.8949,50.87429,70.29827,17.73883
2019-12-10T21:45:00.000000+0000,168.4886,16.12317,104.6345,119.037,28.59412,110.0732,146.6145,109.3411,84.51536,112.2183,93.96067,117.2206,102.2583,29.59431,166.8584,21.64674,99.38942,61.02863,43.61272,122.2414,164.735,110.2747,22.98905,85.54494,102.6883,89.4326,127.565,33.11294,90.00594,121.3217,127.7985,129.5214,26.09301,104.454,172.9035,103.9926,47.42379,68.88641,22.64047
2019-12-10T22:00:00.000000+0000,162.0327,14.11068,101.271,105.9642,28.5041,103.2985,142.8549,112.1978,84.17197,112.4542,109.6914,119.8787,103.3805,29.42805,160.9748,22.29806,106.466,58.18952,44.48331,127.8381,161.9808,108.5039,23.2761,94.11905,95.54251,88.39874,128.3057,30.46886,87.6197,115.5772,120.2579,125.7542,23.98008,99.26612,168.7387,107.5407,44.94619,65.83807,19.25957
2019-12-10T22:15:00.000000+0000,235.6933,13.60868,107.1361,111.8596,26.79882,96.41905,130.2212,113.5127,76.74012,114.0193,95.1371,114.0889,94.72709,27.20835,147.0472,23.68095,89.83481,56.08633,43.06699,124.7874,155.8482,100.5491,22.68819,91.02088,91.71529,78.20163,121.1894,32.48418,94.01925,114.2147,112.7999,116.7395,14.74764,90.58539,156.2425,95.43402,46.40243,64.509,18.75332
2019-12-10T22:30:00.000000+0000,263.3555,13.65934,101.8139,103.3071,25.29533,93.10134,127.2993,120.5812,76.85291,105.1156,107.5144,108.5917,86.2112,29.28415,145.0708,23.65787,86.57114,50.67097,41.75598,115.5582,142.5011,101.7229,23.14811,87.75902,97.11816,71.95893,113.273,30.69613,92.81995,110.9303,107.4492,108.5952,16.73202,85.46661,152.597,84.9725,43.37636,55.52734,17.86194
2019-12-10T22:45:00.000000+0000,251.5772,12.89135,87.78956,91.30542,24.88333,82.40131,125.8822,112.9947,71.6592,114.1543,99.03499,98.60149,82.70892,28.94663,136.7258,21.80888,76.57707,46.76808,41.7716,114.299,135.4843,99.15103,22.56901,82.66828,92.02422,76.9236,101.5236,29.94398,87.14854,103.6452,105.2018,106.1195,12.44462,78.24318,144.2798,81.84808,35.09069,54.04167,19.42383
2019-12-10T23:00:00.000000+0000,241.2112,12.36296,85.03593,94.1811,25.52599,77.17902,119.827,108.552,73.76677,99.96609,95.19244,99.33558,78.25069,25.41507,132.5836,19.93883,77.16545,47.00568,47.56315,115.9879,129.5798,80.35847,23.01271,82.54784,85.37243,69.00887,100.7552,27.49545,77.36819,107.1114,106.506,105.411,12.47116,79.62934,143.547,76.45602,31.3292,47.69403,17.58635
2019-12-10T23:15:00.000000+0000,227.3473,12.4399,79.16818,82.67661,22.67811,71.70208,105.7794,103.0094,63.56394,89.39419,106.5195,90.8548,81.1312,26.08991,130.0446,20.23409,81.84081,44.05846,42.63053,114.9186,127.249,84.47179,22.71556,72.79688,79.86378,63.922,87.67676,28.58708,73.99346,99.22403,105.1627,95.53805,13.91772,75.72025,137.7994,69.55591,32.58168,48.57703,19.29636
2019-12-10T23:30:00.000000+0000,214.4529,12.05762,85.50638,72.18908,21.98497,70.11477,103.4504,100.9966,57.93176,89.62605,87.54279,78.62112,78.44717,26.97788,116.2618,19.45723,78.09644,36.84978,40.45628,110.7927,121.4515,88.49081,23.07992,70.06615,73.08492,60.22343,81.37645,29.37393,64.51443,98.69682,101.0986,91.29556,10.49948,66.77242,131.6338,73.3978,25.69894,42.64321,17.93292
2019-12-10T23:45:00.000000+0000,200.4421,12.08848,82.36483,75.15327,22.94766,69.86557,97.49168,94.73508,58.92351,83.31905,101.5413,72.3466,80.46084,30.51401,112.429,20.17717,74.35207,36.98846,38.87848,110.3826,113.0445,75.40339,23.00474,62.73861,73.12386,57.99459,78.81842,31.91672,60.23426,90.75076,96.87218,87.73678,10.67171,68.09657,135.1165,68.91633,22.07096,40.31801,12.59253
2019-12-11T00:00:00.000000+0000,191.6477,12.34896,75.35437,72.32079,22.40046,66.7654,94.04189,95.469,55.08106,84.27521,94.55988,68.13548,74.09082,21.73658,111.8515,18.35025,79.52592,36.61208,37.95455,107.0417,108.8629,73.15507,22.88433,58.6611,70.71254,51.64072,74.9254,29.6006,57.4046,85.62286,89.78933,80.02658,11.03243,65.34843,126.9504,62.97237,22.29641,39.13507,12.17179
2019-12-11T00:15:00.000000+0000,179.3186,12.29533,68.79479,66.72307,21.46395,59.82372,90.6491,96.12803,44.70343,86.05516,83.94807,65.27721,71.13046,29.46315,102.8597,16.84531,83.84718,34.8667,34.91986,108.5095,104.5067,73.99663,22.84166,53.90864,67.10363,51.8728,73.95747,33.95599,62.46978,81.73894,86.68189,75.14777,11.24855,63.81046,129.811,52.90541,24.5705,38.52124,11.46153
2019-12-11T00:30:00.000000+0000,166.8839,12.33446,66.43451,61.28461,22.80958,58.75622,87.76045,91.54154,44.08869,75.56985,95.08321,66.25258000000001,71.34481,25.70868,114.0753,17.89048,76.13516,31.5067,32.28025,112.8417,101.6941,78.34216,23.171,50.34925,65.53939,58.33445,73.11629,29.53848,59.6994,80.7368,82.33747,77.44656,9.946157,68.57061,120.488,53.04736,24.1721,38.41211,14.53357
2019-12-11T00:45:00.000000+0000,158.6584,12.07448,66.32432,59.12009,20.94837,58.06614,88.34749,89.89394,40.77692,65.43118,84.81545,67.22795,68.36702,26.0174,114.4668,21.00076,72.74575,28.823,35.83707,108.0325,99.06702,73.2626,23.08055,52.75268,64.95092,49.91255,74.90372,24.958,57.36726,78.58517,83.70741,74.84155,9.97145,64.56358,118.625,47.2233,22.00349,34.55463,17.22596
2019-12-11T01:00:00.000000+0000,144.5988,12.32727,69.139,55.73901,20.8939,56.81596,85.24155,89.25694,37.67783,69.93099,86.88081,60.85042,69.20312,26.13412,103.4025,18.91555,81.17592,28.46145,46.4209,104.9974,99.88416,70.72471,22.77737,47.98956,63.51903,48.77028,75.5697,31.5608,48.52615,77.70012,80.41985,72.93178,9.855842,60.80626,121.1083,48.89524,21.86178,34.90937,17.90216
2019-12-11T01:15:00.000000+0000,138.8284,12.16894,66.93812,60.51561,21.28588,54.91715,82.87502,85.53911,38.40047,78.22273,90.03224,54.28328,65.59224,27.83576,98.62794,18.56852,78.62864,28.96316,40.28708,105.3752,94.3583,70.60343,11.07861,45.85687,59.83269,47.86615,75.15832,28.93969,47.03061,81.3924,81.244,71.55762,9.621434,59.89914,111.4133,47.91937,19.83968,35.79048,14.96514
2019-12-11T01:30:00.000000+0000,134.9295,12.01707,59.77677,54.13253,21.69803,53.25518,85.29104,92.95971,34.36132,70.04026,83.96892,55.88141,65.00363,21.0873,95.57816,16.47877,74.09893,29.46984,34.57682,116.121,97.73986,63.80367,10.63705,44.79678,59.21251,45.83344,71.25288,28.29054,45.9545,76.4873,82.4009,67.66024,9.925856,60.7019,106.0873,47.80346,19.63091,34.62777,11.44404
2019-12-11T01:45:00.000000+0000,128.6435,12.04109,59.48859,57.56108,22.01121,53.19752,82.32323,87.95416,37.71483,69.7851,92.00268,57.52286,63.76693,29.07464,102.7657,16.4472,76.99177,28.85327,35.28743,115.8788,101.2778,62.7272,10.74512,44.78332,59.1003,48.84216,69.85593,28.31059,41.76112,79.14986,80.54974,66.3086,9.90293,57.08393,113.897,46.11588,18.95666,32.098,11.55018
2019-12-11T02:00:00.000000+0000,122.1256,12.05867,53.6318,49.19608,22.49216,52.91557,81.09726,86.0621,36.44979,66.24272,81.15742,55.86183,62.22015,26.1905,98.78944,16.39677,76.52824,28.89886,35.01602,111.3299,99.00199,62.16346,10.76357,46.28183,58.97805,44.39418,72.75137,30.76255,39.61402,76.34475,83.3119,65.25024,9.692479,60.07666,110.6452,44.24137,18.88701,32.29391,13.33857
2019-12-11T02:15:00.000000+0000,114.9116,12.15791,64.85574,46.04828,20.98037,55.10459,81.05418,85.30045,35.89252,68.38266,86.01768,55.13091,60.24424,25.5756,96.17494,15.19034,75.6023,28.54618,36.66378,103.0002,105.3126,65.21678,10.61726,47.07505,59.37318,43.11026,71.44899,27.99886,33.62674,78.58685,78.88036,61.40117,9.407037,57.5268,102.2577,42.92842,20.88647,32.31625,16.6442
2019-12-11T02:30:00.000000+0000,114.9518,12.04741,67.08171,52.54215,21.86852,52.6993,81.66834,83.60276,36.53109,60.65415,101.8299,50.98082,57.35429,25.41285,98.8112,15.09565,75.0246,27.6466,33.49261,101.0598,109.2876,63.74257,10.59823,48.98906,59.32535,49.67112,70.88946,31.55581,34.13486,77.2371,78.47668,62.29064,9.429555,58.51558,108.2264,42.00451,19.8219,33.08404,13.88186
2019-12-11T02:45:00.000000+0000,113.7399,11.84647,53.7677,51.15806,21.56065,50.39161,77.77351,81.62865,39.64853,61.89333,83.40033,52.24663,56.68142,27.85776,92.65488,15.45424,81.53196,26.04545,31.29993,107.5157,102.5878,64.53725,10.6183,51.97052,59.44614,44.58184,71.97287,31.84331,32.48487,78.78419,77.81908,61.31565,9.770764,56.6076,104.266,44.29431,20.4238,31.81756,11.79024
2019-12-11T03:00:00.000000+0000,114.4788,12.12522,51.70218,50.63253,21.55421,50.60035,76.50886,79.45688,34.15985,64.67574,84.93229,49.01697,60.85286,24.75164,93.82632,15.4949,74.43157,26.50542,42.41415,111.2255,95.46783,68.89532,10.66715,48.3576,57.42704,43.58538,76.808,25.4195,30.82704,75.20055,78.66305,62.37816,9.75559,58.14016,102.4902,44.29257,19.76305,30.66846,13.47022
2019-12-11T03:15:00.000000+0000,113.6739,11.98413,67.58464,50.51624,21.71576,50.05703,80.05306,78.8816,36.40413,64.6972,86.55774,49.81282,60.19981,27.95126,97.10814,15.11264,77.23748,25.97971,34.51165,100.5588,95.15308,67.52471,11.32688,45.50983,56.43201,47.24846,72.79208,26.32759,32.09238,74.82482,77.16005,62.1169,9.929066,54.79824,110.4002,41.98177,19.50686,31.74483,15.54176
2019-12-11T03:30:00.000000+0000,112.9488,12.14121,67.1864,44.87071,23.12236,50.34998,80.15005,80.29994,33.97898,61.61854,78.87498,52.89203,60.99068,24.73118,94.44561,15.01157,80.68954,25.03043,34.26074,108.5487,97.20176,63.30518,10.71762,44.04316,55.47831,44.65544,71.13368,24.35617,34.58825,74.49796,78.60922,62.89214,12.18592,53.47167,104.1501,46.57615,21.32595,30.70707,21.62214
2019-12-11T03:45:00.000000+0000,111.4042,12.32551,68.32748,45.02639,22.4289,52.11869,79.93412,81.66812,36.31951,59.91043,100.1943,48.12778,60.56825,24.81782,96.7479,14.96741,77.24612,26.58714,34.69721,108.6808,97.56937,62.5607,10.79078,48.73162,57.59331,43.62781,69.77718,30.66396,32.44106,73.57561,76.969,63.09605,13.4313,53.18648,103.5911,48.04332,20.31754,33.23907,14.82896
2019-12-11T04:00:00.000000+0000,112.9128,12.23269,66.69268,46.61447,22.4711,52.43555,82.57879,80.76089,36.14591,66.70198,85.87154,48.59898,58.03958,25.35733,94.28548,15.25284,73.09657,27.89322,33.8314,102.7789,99.81794,58.60528,10.76332,48.12227,56.088,44.34802,68.7497,33.7585,30.57999,71.78562,77.45505,62.42547,12.70772,54.54375,109.3457,46.35672,19.34263,31.78705,12.33696
2019-12-11T04:15:00.000000+0000,112.7188,11.6275,62.09783,49.45477,21.3283,54.59763,79.96272,81.36568,35.51593,70.1442,94.71111,52.03823,59.17669,27.69408,96.6755,14.35287,78.61038,29.75478,37.98622,100.565,101.9763,53.90262,10.70073,45.65551,58.88953,45.07941,67.13351,30.625,31.78872,70.74753,78.49375,63.09666,11.65868,56.68281,104.4523,46.92272,23.46378,31.73337,11.27915
2019-12-11T04:30:00.000000+0000,107.2655,11.56048,55.91241,46.76387,21.49603,51.23193,77.79746,79.94248,37.70989,66.33815,100.3165,51.48668,59.7377,25.27206,98.05663,14.63595,82.00295,33.55244,33.68373,100.5989,109.4597,52.33546,10.70605,49.26109,57.00528,47.01037,73.1723,31.03098,32.0415,72.09233,79.12735,63.67719,11.86017,56.20961,113.4802,49.36412,21.67281,33.81517,12.36198
